CCNum,First ,Last,Amount,MinUsualAmount,MaxUsualAmount,CustomerHomeCity,CustomerAge,CustomerGender,CustomerMaritalStatus,CustomerHasChildren
4016-0200-0000-0000,Ethan,Anderson,$228.45 ,6,507,McKinney,77,Female,Single,No
4958-0300-0000-0000,Mia,Williams,$479.08 ,10,768,Rockwall,63,Female,Single,No
4056-3600-0000-0000,Jackson,Rodriguez,$71.48 ,6,441,Frisco,72,Female,Single,Yes
4437-2500-0000-0000,Jackson,White,$294.78 ,5,375,Irving,65,Male,Single,No
4625-7500-0000-0000,Oliver,Jones,$349.01 ,6,460,Farmers Branch,69,Female,Single,No
4355-4700-0000-0000,John,Lewis,$34.10 ,9,642,Addison,65,Female,Single,No
4175-6800-0000-0000,Sophia,Williams,$652.81 ,10,755,Rockwall,70,Male,Single,Yes
4951-3700-0000-0000,Jackson,Clark,$141.99 ,3,248,Plano,66,Male,Single,Yes
4787-3700-0000-0000,John,Harris,$131.37 ,6,471,Rockwall,74,Male,Single,Yes
4185-5400-0000-0000,Harper,Taylor,$92.75 ,9,675,Addison,62,Female,Single,Yes
5940-8854-1910-4680, Michael   , Fox,$160.17 ,9,643,Plano,62,f,Single ,Yes
4035-8200-0000-0000,Isabella,White,$689.90 ,10,749,Plano,71,Female,Widowed,No
4385-0800-0000-0000,Elijah,Williams,$66.57 ,1,90,McKinney,71,Female,Widowed,No
4256-3300-0000-0000,Sophia,Gonzalez,$163.30 ,10,766,Farmers Branch,76,Female,Widowed,Yes
4984-3300-0000-0000,Liam,Lee,$188.28 ,4,364,Dallas,75,Male,Widowed,Yes
4082-4900-0000-0000,Harper,Wilson,$37.17 ,1,107,Farmers Branch,79,Female,Widowed,Yes
4533-6600-0000-0000,Mia,Davis,$367.23 ,8,568,Dallas,74,Male,Widowed,No
4016-3100-0000-0000,Ava,Taylor,$65.38 ,10,739,Addison,70,Female,Widowed,No
4060-9200-0000-0000,Jackson,Davis,$394.04 ,6,434,Addison,72,Female,Widowed,Yes
4434-6100-0000-0000,Ethan,Lee,$122.11 ,5,391,McKinney,65,Female,Widowed,Yes
4134-4600-0000-0000,Ava,Perez,$344.04 ,6,497,Irving,71,Female,Widowed,No
4030-9800-0000-0000,Alexander,Williams,$269.52 ,9,658,Frisco,66,Female,Widowed,Yes
4190-0700-0000-0000,Ava,Garcia,$14.94 ,9,636,Dallas,72,Male,Widowed,No
4604-9300-0000-0000,Charlotte,Jones,$88.21 ,3,213,Arlington,70,Female,Widowed,Yes
4704-6500-0000-0000,Ethan,Martinez,$198.70 ,3,238,Arlington,63,Female,Widowed,Yes
4864-6900-0000-0000,Amelia,Garcia,$163.87 ,3,304,Plano,80,Female,Widowed,Yes
4549-2800-0000-0000,Amelia,Harris,$283.04 ,5,365,Addison,77,Male,Widowed,Yes
4236-8000-0000-0000,Isabella,Thomas,$153.98 ,10,773,Arlington,61,Female,Widowed,Yes
4287-8400-0000-0000,Ava,Rodriguez,$321.72 ,11,823,Farmers Branch,70,Female,Widowed,No
4749-7900-0000-0000,Olivia,White,$226.06 ,10,744,Addison,71,Male,Widowed,Yes
4024-9000-0000-0000,Sophia,Garcia,$68.41 ,4,285,Irving,76,Male,Widowed,No
4232-1800-0000-0000,Elijah,Lee,$74.14 ,10,723,Farmers Branch,79,Female,Widowed,No
4692-7600-0000-0000,Sophia,Smith,$211.33 ,7,501,McKinney,74,Male,Widowed,Yes
4859-3400-0000-0000,Ethan,Perez,$59.09 ,11,777,Dallas,66,Female,Widowed,No
4062-2600-0000-0000,Olivia,Lee,$42.02 ,6,478,Dallas,63,Female,Widowed,Yes
4533-2800-0000-0000,Jackson,White,$579.00 ,9,706,Farmers Branch,72,Female,Widowed,Yes
4961-2200-0000-0000,Benjamin,Williams,$151.04 ,9,671,Addison,61,Male,Widowed,Yes
4049-1400-0000-0000,Isabella,Anderson,$637.24 ,11,856,Addison,74,Male,Widowed,No
4152-3900-0000-0000,Ava,Lee,$244.16 ,4,319,Addison,61,Female,Widowed,Yes
4058-6000-0000-0000,Aiden,Taylor,$475.68 ,7,583,Arlington,63,Male,Widowed,Yes
4078-3200-0000-0000,John,Davis,$235.91 ,9,669,McKinney,75,Female,Widowed,No
4558-3900-0000-0000,Michael,Anderson,$19.20 ,9,664,Frisco,65,Male,Widowed,Yes
4578-2200-0000-0000,Aiden,Taylor,$42.79 ,8,574,Dallas,70,Female,Widowed,No
4758-1000-0000-0000,Alexander,Wilson,$100.89 ,10,798,Plano,76,Female,Widowed,Yes
4205-0300-0000-0000,Mia,Taylor,$418.18 ,10,784,Arlington,76,Male,Widowed,No
4098-7800-0000-0000,Liam,Perez,$405.96 ,8,630,Plano,71,Male,Widowed,No
4555-2700-0000-0000,John,Jones,$330.78 ,5,417,Arlington,65,Male,Widowed,Yes
4106-9200-0000-0000,Elijah,Clark,$577.83 ,9,703,Frisco,75,Male,Widowed,No
4192-9500-0000-0000,Sophia,Hernandez,$398.58 ,7,512,Farmers Branch,63,Female,Widowed,Yes
4095-3200-0000-0000,Lucas,Lee,$157.60 ,4,326,Arlington,71,Male,Widowed,Yes
4291-6100-0000-0000,Logan,White,$447.77 ,6,479,Irving,72,Male,Widowed,No
4247-3000-0000-0000,Olivia,Taylor,$189.23 ,9,697,Irving,76,Female,Widowed,No
4180-6000-0000-0000,Harper,Martinez,$159.68 ,6,455,Irving,70,Male,Widowed,No
4612-4400-0000-0000,Olivia,Taylor,$240.55 ,5,353,Irving,89,Male,Divorced,Yes
4204-9500-0000-0000,Mia,White,$119.75 ,8,589,Rockwall,81,Male,Divorced,No
4609-6600-0000-0000,Elijah,Wilson,$99.61 ,6,499,Dallas,92,Female,Divorced,Yes
4284-4500-0000-0000,Amelia,Wilson,$181.72 ,10,726,Dallas,92,Female,Divorced,No
4168-3400-0000-0000,Alexander,Garcia,$4.73 ,2,178,Addison,85,Male,Divorced,Yes
4019-8200-0000-0000,Jackson,Clark,$87.73 ,9,643,Plano,98,Female,Divorced,Yes
4714-8300-0000-0000,Olivia,Perez,$79.45 ,8,654,Plano,96,Female,Divorced,No
4733-5300-0000-0000,Logan,Gonzalez,$365.28 ,9,702,McKinney,83,Male,Divorced,Yes
4221-5300-0000-0000,Logan,Clark,$365.01 ,6,519,McKinney,96,Female,Divorced,Yes
4864-4300-0000-0000,Liam,Clark,$194.22 ,9,668,Arlington,98,Female,Divorced,Yes
4830-2200-0000-0000,Charlotte,Williams,$141.23 ,5,408,Dallas,100,Female,Divorced,No
4904-8700-0000-0000,Logan,Taylor,$478.96 ,7,570,Addison,93,Male,Divorced,No
4791-8800-0000-0000,Oliver,Garcia,$386.29 ,6,477,Frisco,83,Male,Divorced,No
4331-9500-0000-0000,Logan,Gonzalez,$404.84 ,8,607,Dallas,88,Male,Divorced,No
4884-6000-0000-0000,Michael,Williams,$123.65 ,4,309,Addison,97,Male,Divorced,Yes
4841-1200-0000-0000,Isabella,Smith,$225.74 ,8,596,Addison,87,Male,Divorced,Yes
4082-7900-0000-0000,Jackson,Gonzalez,$149.96 ,7,562,Arlington,86,Male,Divorced,Yes
4371-4000-0000-0000,Alexander,Smith,$572.71 ,9,710,Arlington,82,Male,Divorced,Yes
4275-6900-0000-0000,Ethan,Wilson,$116.46 ,4,343,Addison,97,Male,Divorced,Yes
4379-4700-0000-0000,Elijah,White,$324.30 ,9,691,Arlington,93,Female,Divorced,No
4881-6100-0000-0000,Amelia,Thomas,$73.42 ,9,723,Frisco,81,Female,Divorced,Yes
4828-8100-0000-0000,Isabella,Harris,$27.15 ,7,546,Frisco,86,Male,Divorced,No
4746-9700-0000-0000,Alexander,Wilson,$429.54 ,8,618,Rockwall,95,Male,Divorced,Yes
4792-5200-0000-0000,Amelia,Clark,$55.15 ,7,563,Dallas,99,Male,Divorced,Yes
4191-4400-0000-0000,Ava,Wilson,$252.70 ,7,546,Frisco,94,Female,Divorced,Yes
4741-0800-0000-0000,Benjamin,Garcia,$53.28 ,8,657,Rockwall,82,Male,Divorced,Yes
4845-9500-0000-0000,Mia,Perez,$331.61 ,7,520,Rockwall,88,Female,Divorced,No
4548-0700-0000-0000,Mia,Gonzalez,$224.19 ,7,558,Irving,88,Male,Divorced,No
4670-9200-0000-0000,Logan,Wilson,$238.59 ,10,778,Arlington,98,Female,Divorced,Yes
4255-7500-0000-0000,Jackson,Clark,$535.09 ,8,638,Rockwall,82,Male,Divorced,Yes
4253-0100-0000-0000,Mia,Lee,$186.83 ,5,423,Rockwall,91,Male,Married,Yes
4987-8400-0000-0000,Oliver,Rodriguez,$17.46 ,4,319,Addison,90,Female,Married,No
4850-5800-0000-0000,Liam,Lewis,$468.74 ,8,585,McKinney,93,Female,Married,Yes
4084-8400-0000-0000,Michael,Lewis,$509.14 ,9,664,Dallas,90,Male,Married,No
4928-0500-0000-0000,Aiden,White,$23.59 ,9,637,Plano,93,Male,Married,Yes
4669-7700-0000-0000,Aiden,Garcia,$105.99 ,2,218,Rockwall,85,Male,Married,Yes
4542-7200-0000-0000,Charlotte,Lee,$54.81 ,9,709,Farmers Branch,89,Female,Married,No
4548-5400-0000-0000,Aiden,Lewis,$278.88 ,9,712,Plano,86,Male,Married,No
4988-9700-0000-0000,Michael,Anderson,$118.57 ,2,141,McKinney,90,Female,Married,Yes
4589-2200-0000-0000,Aiden,Perez,$537.14 ,10,761,Frisco,100,Male,Married,Yes
4327-8400-0000-0000,Logan,Smith,$271.98 ,10,763,Frisco,96,Male,Married,No
4499-1000-0000-0000,John,Anderson,$475.11 ,7,582,Irving,90,Male,Married,No
4310-8800-0000-0000,Jackson,White,$330.28 ,7,574,Rockwall,95,Female,Married,Yes
4994-6800-0000-0000,Amelia,Anderson,$102.67 ,7,568,Plano,97,Male,Married,Yes
4849-2000-0000-0000,Oliver,Clark,$117.92 ,1,133,McKinney,100,Female,Married,No
4618-7900-0000-0000,Ava,Harris,$609.49 ,10,727,Frisco,94,Female,Married,No
4001-2700-0000-0000,Harper,Anderson,$122.42 ,7,537,Farmers Branch,94,Female,Married,Yes
4370-4500-0000-0000,Liam,Rodriguez,$87.31 ,3,217,Frisco,96,Female,Married,Yes
4824-7000-0000-0000,Ethan,Williams,$332.40 ,8,657,Rockwall,97,Female,Married,No
4463-9400-0000-0000,John,Anderson,$124.19 ,2,190,Farmers Branch,98,Male,Married,Yes
4511-1500-0000-0000,Harper,Garcia,$31.86 ,5,360,Dallas,96,Female,Married,Yes
4658-5600-0000-0000,Isabella,Lewis,$351.48 ,10,734,Farmers Branch,82,Female,Married,Yes
4456-4400-0000-0000,Aiden,Harris,$287.21 ,3,306,Dallas,82,Female,Married,Yes
4997-3600-0000-0000,Lucas,Lee,$235.69 ,3,299,Arlington,99,Male,Married,Yes
4811-8300-0000-0000,Liam,Martinez,$141.01 ,2,159,Frisco,81,Male,Married,Yes
4972-5400-0000-0000,Amelia,Lee,$652.53 ,11,850,Farmers Branch,85,Male,Married,No
4607-5700-0000-0000,Isabella,Lewis,$128.13 ,8,643,Rockwall,94,Female,Married,No
4824-3100-0000-0000,John,Taylor,$360.87 ,9,649,Plano,89,Male,Married,No
4245-4600-0000-0000,Aiden,Garcia,$202.43 ,9,686,McKinney,86,Female,Married,No
4113-4700-0000-0000,Benjamin,Davis,$113.68 ,7,525,Plano,87,Female,Married,No
4034-6100-0000-0000,Benjamin,Taylor,$438.91 ,8,627,Frisco,86,Female,Married,No
4874-9300-0000-0000,Ava,White,$161.48 ,6,495,Frisco,88,Female,Married,Yes
4389-8400-0000-0000,Sophia,Jones,$39.52 ,7,546,Rockwall,97,Female,Single,Yes
4055-3000-0000-0000,Oliver,Harris,$370.64 ,6,515,Arlington,94,Male,Single,Yes
4799-3700-0000-0000,Liam,Smith,$98.56 ,7,554,Addison,89,Female,Single,Yes
4898-6300-0000-0000,Olivia,Lee,$316.74 ,7,527,McKinney,87,Male,Single,Yes
4531-5000-0000-0000,Ava,Wilson,$609.68 ,10,743,Arlington,95,Female,Single,Yes
4832-9200-0000-0000,Sophia,Hernandez,$268.91 ,4,347,McKinney,93,Female,Single,No
4951-4300-0000-0000,Benjamin,Lee,$51.94 ,6,479,Addison,81,Male,Single,Yes
4484-4700-0000-0000,Mia,Williams,$95.69 ,1,153,Addison,92,Female,Single,No
4706-1800-0000-0000,Ethan,Williams,$323.27 ,6,440,Plano,99,Female,Single,No
4762-7900-0000-0000,John,Harris,$581.35 ,10,797,Addison,81,Male,Single,Yes
4873-1900-0000-0000,Mia,Wilson,$381.63 ,10,701,Frisco,95,Male,Single,Yes
4002-6000-0000-0000,Jackson,Anderson,$248.93 ,10,737,Irving,81,Female,Single,No
4678-5000-0000-0000,Ethan,White,$315.40 ,6,500,Irving,97,Female,Single,Yes
4083-4500-0000-0000,Harper,Lee,$625.30 ,9,725,Rockwall,91,Female,Single,Yes
4625-5300-0000-0000,Liam,Anderson,$27.38 ,8,598,Arlington,101,Male,Single,Yes
4111-0500-0000-0000,Mia,Rodriguez,$647.28 ,9,686,Irving,96,Male,Single,No
4601-0700-0000-0000,Michael,Lewis,$336.19 ,10,722,Frisco,90,Female,Single,No
4686-8800-0000-0000,Oliver,Lee,$196.14 ,8,574,Plano,90,Female,Single,Yes
4266-9900-0000-0000,Mia,Williams,$577.76 ,9,665,Dallas,100,Female,Single,Yes
4027-8400-0000-0000,Alexander,Perez,$299.75 ,7,589,Rockwall,93,Female,Single,Yes
4731-4600-0000-0000,Ethan,Wilson,$196.49 ,10,769,Rockwall,86,Female,Single,No
4654-8500-0000-0000,Mia,Davis,$558.70 ,8,592,Arlington,95,Male,Single,No
4759-5000-0000-0000,Elijah,Taylor,$240.59 ,6,495,Plano,82,Female,Single,No
4147-0500-0000-0000,Lucas,Williams,$42.64 ,10,735,McKinney,89,Female,Single,No
4884-2300-0000-0000,Harper,Taylor,$275.44 ,8,563,Arlington,101,Female,Single,No
4604-2100-0000-0000,Elijah,Lee,$76.23 ,6,430,Plano,101,Female,Single,Yes
4217-0100-0000-0000,Elijah,Hernandez,$125.15 ,8,644,McKinney,101,Male,Single,No
4233-5600-0000-0000,Jackson,Davis,$255.45 ,5,385,Irving,85,Male,Single,Yes
4399-9000-0000-0000,Michael,Thomas,$15.28 ,4,297,Plano,95,Male,Single,Yes
4793-5000-0000-0000,Liam,Davis,$96.63 ,6,477,Frisco,101,Male,Single,Yes
4999-7500-0000-0000,Isabella,Clark,$687.89 ,10,754,Rockwall,97,Male,Single,No
4827-8700-0000-0000,Ava,Anderson,$117.29 ,5,440,Addison,87,Male,Single,Yes
4440-8200-0000-0000,Harper,Gonzalez,$462.13 ,6,511,Rockwall,82,Female,Single,No
4914-8800-0000-0000,Mia,Lee,$237.58 ,10,735,Farmers Branch,90,Female,Single,Yes
2326-9867-6999-2740, Charlotte  , Thomas,$16.61 ,3,238,Dallas,450,M,Widowed,Yes
4104-3900-0000-0000,Ethan,Lewis,$495.14 ,10,774,Irving,100,Female,Widowed,Yes
4041-3900-0000-0000,Jackson,Davis,$648.72 ,10,790,Plano,83,Female,Widowed,Yes
4936-0000-0000-0000,Mia,Anderson,$199.00 ,3,268,Arlington,95,Male,Widowed,No
4896-8500-0000-0000,Jackson,Clark,$359.43 ,8,641,Arlington,93,Male,Widowed,Yes
4893-2700-0000-0000,Jackson,Davis,$427.72 ,8,644,Frisco,83,Female,Widowed,Yes
4909-7800-0000-0000,Liam,Perez,$188.01 ,5,375,Arlington,87,Male,Widowed,No
4798-4800-0000-0000,Alexander,Lee,$44.17 ,3,307,Farmers Branch,98,Male,Widowed,Yes
4264-9800-0000-0000,Aiden,Martinez,$38.42 ,10,726,Plano,93,Female,Widowed,No
4793-8400-0000-0000,Isabella,Perez,$136.86 ,5,368,Dallas,85,Male,Widowed,Yes
4231-3200-0000-0000,Mia,White,$535.70 ,7,573,Irving,81,Female,Widowed,Yes
4776-9100-0000-0000,Ava,Hernandez,$37.94 ,7,541,McKinney,88,Male,Widowed,No
4864-2100-0000-0000,Elijah,Garcia,$146.06 ,4,357,McKinney,84,Male,Widowed,No
4421-3800-0000-0000,Ava,Wilson,$120.06 ,6,427,Addison,98,Male,Widowed,Yes
4096-7500-0000-0000,Michael,Rodriguez,$282.91 ,4,298,Rockwall,92,Female,Widowed,Yes
4522-4800-0000-0000,Lucas,Williams,$346.61 ,8,620,Plano,100,Female,Widowed,No
4096-1300-0000-0000,Amelia,Thomas,$287.84 ,9,663,McKinney,97,Male,Widowed,No
4953-5600-0000-0000,Charlotte,Thomas,$18.75 ,2,226,Plano,93,Female,Widowed,No
4764-1400-0000-0000,Alexander,Gonzalez,$105.83 ,5,437,Addison,89,Male,Widowed,No
4110-0500-0000-0000,Liam,White,$51.84 ,9,695,Irving,91,Male,Widowed,Yes
4464-2500-0000-0000,Mia,Clark,$556.13 ,10,760,Arlington,82,Male,Widowed,Yes
4046-6600-0000-0000,Michael,Harris,$482.42 ,7,539,McKinney,87,Male,Widowed,No
4505-2700-0000-0000,Benjamin,Garcia,$467.69 ,8,655,Dallas,97,Female,Widowed,No
4641-1200-0000-0000,Olivia,Thomas,$530.42 ,8,590,Addison,94,Male,Widowed,Yes
4077-1300-0000-0000,Isabella,Wilson,$120.87 ,4,298,Farmers Branch,99,Female,Widowed,No
4599-6900-0000-0000,John,Lewis,$95.65 ,9,657,McKinney,94,Male,Widowed,Yes
4780-8900-0000-0000,Benjamin,Rodriguez,$677.95 ,10,737,Rockwall,89,Male,Widowed,Yes
4401-9700-0000-0000,Olivia,Perez,$541.95 ,8,637,McKinney,96,Female,Widowed,Yes
4547-1500-0000-0000,Sophia,Smith,$430.86 ,9,721,Plano,91,Male,Widowed,No
4615-4000-0000-0000,Sophia,Lewis,$134.92 ,8,588,Addison,99,Female,Widowed,No
4012-8500-0000-0000,Harper,Taylor,$368.68 ,7,569,Arlington,87,Female,Widowed,No
4941-4800-0000-0000,Ava,Williams,$284.95 ,8,631,Plano,98,Male,Widowed,No
4114-1600-0000-0000,Amelia,Smith,$49.80 ,6,456,Addison,90,Female,Widowed,Yes
4690-7900-0000-0000,Mia,Perez,$472.30 ,9,644,Dallas,93,Male,Widowed,No
4313-0300-0000-0000,Logan,Thomas,$172.53 ,5,408,Farmers Branch,94,Male,Widowed,No
4495-1400-0000-0000,Benjamin,Smith,$161.68 ,10,715,Dallas,91,Male,Widowed,Yes
4453-7200-0000-0000,Benjamin,Hernandez,$256.97 ,4,328,Farmers Branch,97,Female,Widowed,No
4952-0900-0000-0000,Ava,Gonzalez,$404.12 ,10,788,Arlington,92,Male,Widowed,No
6587-4843-5557-7300, Elijah    , Perkins,$92.97 ,7,566,Frisco,30,M,Divorced,Yes
4260-0900-0000-0000,Mia,Davis,$71.60 ,11,829,Arlington,22,Female,Divorced,No
4880-4700-0000-0000,Michael,Lee,$547.33 ,11,866,Irving,22,Female,Divorced,No
4961-3400-0000-0000,Elijah,White,$23.22 ,1,70,Dallas,23,Male,Divorced,No
4341-7600-0000-0000,Olivia,Wilson,$184.04 ,6,444,Frisco,22,Male,Divorced,No
4417-3900-0000-0000,Mia,Williams,$342.80 ,11,787,Frisco,29,Male,Divorced,Yes
4269-3400-0000-0000,Michael,Perez,$108.50 ,1,146,Irving,30,Female,Divorced,Yes
4964-5100-0000-0000,Harper,Jones,$208.62 ,9,708,Frisco,29,Male,Divorced,Yes
4454-8600-0000-0000,Sophia,Anderson,$354.91 ,11,770,Farmers Branch,19,Male,Divorced,Yes
4490-7500-0000-0000,Amelia,Williams,$357.88 ,6,479,Frisco,24,Male,Divorced,No
4901-9100-0000-0000,Sophia,Harris,$385.44 ,8,613,Frisco,28,Male,Divorced,No
4122-0000-0000-0000,Jackson,Garcia,$55.38 ,3,295,Farmers Branch,23,Male,Divorced,No
4918-6800-0000-0000,Liam,Lewis,$490.84 ,7,567,Frisco,29,Male,Divorced,Yes
4558-4400-0000-0000,Logan,Lewis,$286.44 ,7,490,Irving,19,Male,Divorced,No
4975-0700-0000-0000,Logan,Thomas,$175.94 ,4,291,Arlington,21,Female,Divorced,No
4509-9700-0000-0000,Charlotte,Williams,$7.99 ,6,460,McKinney,28,Male,Divorced,No
4966-4400-0000-0000,Harper,White,$62.46 ,9,640,Frisco,21,Female,Divorced,Yes
4542-9900-0000-0000,Logan,Anderson,$108.16 ,5,386,Addison,20,Female,Divorced,Yes
4434-0000-0000-0000,Jackson,Harris,$512.18 ,9,687,McKinney,21,Male,Divorced,Yes
4000-7800-0000-0000,Mia,Anderson,$234.66 ,4,288,Dallas,29,Female,Divorced,No
4021-1800-0000-0000,Logan,Jones,$11.92 ,7,551,Addison,30,Female,Divorced,No
4148-1900-0000-0000,Oliver,Taylor,$652.71 ,9,655,Arlington,26,Female,Divorced,No
4909-9200-0000-0000,Amelia,Gonzalez,$126.46 ,3,297,Arlington,18,Female,Divorced,No
3762-3518-6783-9760, Daniel     , Young,$475.15 ,9,697,Dallas,22,Male,Married,No
9378-9787-8382-9640, Joshua     , Collins,$45.51 ,4,326,Plano,21,Male,Married,No
9228-8829-0272-2630, Caleb      , Brooks,$155.12 ,9,713,Dallas,26,Male,Married,Yes
4391-3000-0000-0000,John,Davis,$111.14 ,2,209,Farmers Branch,22,Female,Married,Yes
4377-1600-0000-0000,Logan,Davis,$270.86 ,8,637,Plano,26,Male,Married,No
4478-4700-0000-0000,Ethan,Lee,$360.76 ,5,395,Addison,26,Male,Married,No
4649-7100-0000-0000,Sophia,White,$64.17 ,9,645,Addison,29,Female,Married,No
4255-5900-0000-0000,Amelia,Harris,$239.07 ,8,612,McKinney,22,Female,Married,No
4702-2600-0000-0000,Sophia,Smith,$516.92 ,10,768,Rockwall,30,Female,Married,No
4308-8800-0000-0000,Mia,Davis,$33.05 ,6,461,Dallas,22,Female,Married,No
4686-8900-0000-0000,Benjamin,Thomas,$179.77 ,6,425,Dallas,30,Female,Married,No
4511-9000-0000-0000,Charlotte,Smith,$31.90 ,6,442,Plano,27,Male,Married,No
4514-6900-0000-0000,Michael,Smith,$149.39 ,9,657,Frisco,21,Male,Married,No
4726-1100-0000-0000,Oliver,Wilson,$69.63 ,1,141,Arlington,19,Female,Married,No
4820-0500-0000-0000,Isabella,Anderson,$73.32 ,2,192,Addison,26,Female,Married,No
4048-0600-0000-0000,Jackson,Davis,$32.42 ,10,797,McKinney,20,Female,Single,No
4365-7800-0000-0000,Aiden,White,$481.64 ,8,599,Farmers Branch,19,Female,Single,No
4069-4700-0000-0000,John,Martinez,$211.18 ,10,725,Plano,23,Male,Single,No
4103-4800-0000-0000,Amelia,Harris,$276.96 ,6,457,Arlington,30,Female,Single,Yes
4652-1200-0000-0000,Sophia,White,$222.82 ,8,619,Farmers Branch,25,Female,Single,No
4786-6800-0000-0000,Michael,Gonzalez,$87.09 ,11,789,Arlington,26,Female,Single,No
4745-9400-0000-0000,Logan,Wilson,$515.98 ,11,780,Dallas,20,Male,Single,Yes
4339-4900-0000-0000,Isabella,Wilson,$116.19 ,2,142,Farmers Branch,18,Female,Single,No
4734-4500-0000-0000,John,Hernandez,$615.43 ,10,751,Addison,23,Male,Single,No
4995-0500-0000-0000,Harper,Clark,$409.21 ,10,721,Farmers Branch,27,Male,Single,No
4607-4500-0000-0000,Alexander,Jones,$122.28 ,5,399,Irving,27,Male,Single,Yes
4463-9400-0000-0000,Isabella,Lee,$621.10 ,9,645,Irving,21,Female,Single,No
4145-0800-0000-0000,Olivia,Gonzalez,$114.50 ,3,267,Plano,18,Male,Single,Yes
4037-7200-0000-0000,Alexander,Jones,$269.37 ,4,321,Rockwall,27,Female,Single,Yes
4427-5900-0000-0000,Amelia,Rodriguez,$58.51 ,5,421,Arlington,23,Female,Single,No
4856-6500-0000-0000,Lucas,Williams,$405.38 ,8,643,Irving,21,Male,Single,Yes
4861-4600-0000-0000,Olivia,Martinez,$189.02 ,5,355,Arlington,29,Male,Single,Yes
4696-0300-0000-0000,Mia,Jones,$29.58 ,6,459,Frisco,25,Male,Single,No
4480-9800-0000-0000,Aiden,Garcia,$240.04 ,5,440,Frisco,22,Male,Single,No
4441-3900-0000-0000,Amelia,Anderson,$118.17 ,5,352,Farmers Branch,23,Male,Single,Yes
4764-9400-0000-0000,Harper,Anderson,$505.25 ,9,644,Addison,29,Female,Single,No
4680-1800-0000-0000,Michael,Davis,$184.97 ,10,747,Plano,27,Male,Single,Yes
4392-0500-0000-0000,Lucas,Smith,$251.79 ,6,425,Rockwall,20,Male,Single,No
4567-5300-0000-0000,Harper,Hernandez,$366.18 ,8,613,Rockwall,30,Male,Single,No
6659-9710-3513-1970, Leo        , Sanders,$310.16 ,6,463,Plano,30,M,Single ,Yes
2714-4678-5487-2220, Noah      , Ferguson,$338.26 ,10,722,Dallas,20,F,Single ,No
4750-3900-0000-0000,Aiden,White,$145.34 ,10,704,Plano,21,Female,Widowed,Yes
4774-3600-0000-0000,Amelia,White,$368.94 ,6,491,Rockwall,29,Male,Widowed,Yes
4062-0500-0000-0000,Elijah,Lee,$102.10 ,10,775,Plano,28,Male,Widowed,Yes
4873-8400-0000-0000,Benjamin,Perez,$398.84 ,7,568,Farmers Branch,18,Female,Widowed,Yes
4714-7700-0000-0000,Isabella,Davis,$325.26 ,8,577,Addison,18,Male,Widowed,Yes
4723-1800-0000-0000,Benjamin,Davis,$160.30 ,6,518,Rockwall,18,Female,Widowed,No
4382-5400-0000-0000,John,Thomas,$484.86 ,8,608,Irving,27,Male,Widowed,No
4948-6600-0000-0000,Jackson,Williams,$80.49 ,4,282,Dallas,22,Male,Widowed,No
4723-4200-0000-0000,John,Harris,$80.24 ,6,456,Plano,26,Female,Widowed,No
4028-3000-0000-0000,Lucas,Lee,$306.84 ,7,570,Rockwall,25,Female,Widowed,No
4560-3700-0000-0000,John,Clark,$221.84 ,6,444,Arlington,21,Female,Widowed,Yes
4608-5100-0000-0000,Mia,Davis,$177.27 ,3,305,Arlington,22,Male,Widowed,No
4322-8900-0000-0000,Mia,Wilson,$430.08 ,7,562,Addison,25,Male,Widowed,No
4049-5000-0000-0000,Alexander,Taylor,$232.18 ,5,441,Farmers Branch,24,Male,Widowed,Yes
4239-0300-0000-0000,Liam,Lee,$695.69 ,10,744,Arlington,20,Female,Widowed,No
4153-4600-0000-0000,Harper,Taylor,$121.70 ,4,306,Addison,25,Female,Widowed,Yes
4032-4400-0000-0000,Michael,Gonzalez,$151.19 ,5,403,Frisco,27,Male,Widowed,No
9307-8486-3106-0570,  Olivia     , Williams,$26.05 ,3,306,Frisco,39,M,Divorced,Yes
8076-2720-2313-9110, Aubrey     , Rogers,$168.71 ,8,652,Arlington,48,f,Divorced,Yes
1539-4594-3990-3740, Audrey     , Wood,$18.66 ,9,685,Addison,33,M,Divorced,No
6801-5698-9125-4180, Ariana     , Alexander,$131.20 ,11,848,Irving,48,Male,Divorced,Yes
8328-8068-9711-7380, Benjamin  , Owens,$33.90 ,9,644,Frisco,43,M,Divorced,Yes
2499-6475-8414-5670, Liam      , Ortiz,$186.76 ,3,246,Rockwall,55,F,Divorced,No
3673-5726-3481-3950, Anthony   , Rice,$69.98 ,10,704,Irving,49,Male,Divorced,Yes
6188-9835-5562-6420, Jacob     , Arnold,$39.35 ,7,495,Rockwall,55,F,Divorced,No
9663-3787-8410-1520, Benjamin  , Armstrong,$328.19 ,6,484,Dallas,43,F,Divorced,No
4854-8200-0000-0000,Alexander,Anderson,$598.15 ,8,655,Plano,57,Male,Divorced,Yes
4248-1800-0000-0000,Elijah,Wilson,$335.15 ,10,790,Arlington,44,Female,Divorced,No
4040-3300-0000-0000,Benjamin,Martinez,$78.56 ,5,360,Addison,39,Male,Divorced,Yes
4392-4000-0000-0000,Jackson,Williams,$452.85 ,6,507,Addison,44,Female,Divorced,Yes
4487-6400-0000-0000,Isabella,White,$317.63 ,10,713,McKinney,54,Female,Divorced,No
