CCNum,MinUsualAmount,MaxUsualAmount,CC,SourceOutsideUsual,Amount,OnlinePurchase,TransactionNumber,IsFraud,OutsideUsualAmount
1661539484455560,9,701,1661539484455560,No,163.75,Yes,20812205,0,No
6130862419343670,4,314,6130862419343670,No,235.2,Yes,81352573,0,No
9873077710023480,3,260,9873077710023480,No,95.86,Yes,48346160,0,No
8376158020915400,11,776,8376158020915400,No,113.1,Yes,7944267,0,No
5679105989012590,3,293,5679105989012590,No,4.79,Yes,86862582,0,No
2938587419171450,4,315,2938587419171450,No,178.25,Yes,87821894,0,No
2943854780979750,4,343,2943854780979750,No,153.52,Yes,56219288,0,No
4211429185402150,8,574,4211429185402150,No,179.54,Yes,39944465,0,No
6688792526745350,10,754,6688792526745350,No,150.0,Yes,373382,0,No
7149256511378400,7,492,7149256511378400,No,289.51,Yes,33002463,0,No
2498873414518240,6,494,2498873414518240,No,101.63,Yes,68088229,0,No
3421057228824570,9,650,3421057228824570,No,167.22,Yes,44500183,0,No
1336392489206110,2,223,1336392489206110,No,91.38,Yes,7099096,0,No
1015961355905730,8,621,1015961355905730,No,562.65,Yes,24737054,0,No
3829290176202140,2,155,3829290176202140,No,79.45,Yes,21296866,0,No
6676095397180600,9,638,6676095397180600,No,69.09,Yes,44824383,0,No
4446950000000000,9,691,4446950000000000,No,101.48,Yes,94216169,0,No
4797740000000000,9,693,4797740000000000,No,518.82,Yes,99879544,0,No
4264210000000000,9,697,4264210000000000,No,463.16,Yes,41924133,0,No
4413180000000000,7,566,4413180000000000,No,154.46,Yes,82960608,0,No
4941270000000000,7,555,4941270000000000,No,545.96,Yes,11185215,0,No
4628970000000000,3,267,4628970000000000,No,222.71,Yes,18183235,0,No
4313680000000000,7,497,4313680000000000,No,237.0,Yes,26943674,0,No
4030160000000000,10,752,4030160000000000,No,596.14,Yes,71740489,0,No
4436110000000000,11,846,4436110000000000,No,411.91,Yes,17303428,0,No
4372420000000000,3,281,4372420000000000,No,46.03,Yes,65896735,0,No
4116030000000000,10,791,4116030000000000,No,686.8,Yes,23713253,0,No
4046530000000000,2,189,4046530000000000,No,94.46,Yes,57362778,0,No
4714030000000000,2,213,4714030000000000,No,60.21,Yes,39001380,0,No
4843410000000000,10,732,4843410000000000,No,281.52,Yes,24216306,0,No
4220920000000000,5,366,4220920000000000,No,171.37,Yes,60900903,0,No
4072350000000000,4,347,4072350000000000,No,261.97,Yes,28237902,0,No
4424750000000000,5,398,4424750000000000,No,391.2,Yes,34335342,0,No
4078180000000000,8,636,4078180000000000,No,291.96,Yes,77210708,0,No
4981590000000000,3,256,4981590000000000,No,25.19,Yes,79138662,0,No
4572090000000000,10,773,4572090000000000,No,107.55,Yes,16521260,0,No
4205870000000000,9,681,4205870000000000,No,529.38,Yes,25783536,0,No
4840240000000000,6,456,4840240000000000,No,312.06,Yes,85190260,0,No
4469940000000000,8,637,4469940000000000,No,288.25,Yes,56716865,0,No
4467060000000000,7,559,4467060000000000,No,181.95,Yes,89327972,0,No
4655970000000000,10,725,4655970000000000,No,468.55,Yes,2798515,0,No
4147260000000000,10,747,4147260000000000,No,162.92,Yes,49168404,0,No
4501160000000000,8,593,4501160000000000,No,496.12,Yes,90999235,0,No
4922420000000000,7,525,4922420000000000,No,519.69,Yes,77702401,0,No
4438450000000000,11,809,4438450000000000,No,527.62,Yes,96249593,0,No
4841520000000000,11,847,4841520000000000,No,26.36,Yes,53219209,0,No
4786070000000000,3,218,4786070000000000,No,86.7,Yes,51172645,0,No
4395460000000000,11,851,4395460000000000,No,206.39,Yes,80541344,0,No
4730530000000000,3,226,4730530000000000,No,170.67,Yes,76664195,0,No
4464460000000000,9,716,4464460000000000,No,230.56,Yes,71953305,0,No
4817330000000000,11,850,4817330000000000,No,520.05,Yes,25830236,0,No
4179680000000000,10,726,4179680000000000,No,105.53,Yes,47899739,0,No
4683070000000000,8,613,4683070000000000,No,588.28,Yes,25574659,0,No
4169000000000000,4,291,4169000000000000,No,283.38,Yes,81802757,0,No
4957550000000000,11,791,4957550000000000,No,419.23,Yes,95003654,0,No
4724210000000000,8,627,4724210000000000,No,432.12,Yes,46922077,0,No
4902500000000000,5,375,4902500000000000,No,223.04,Yes,5566678,0,No
4579300000000000,4,327,4579300000000000,No,306.76,Yes,51716692,0,No
4329920000000000,4,345,4329920000000000,No,266.23,Yes,57831123,0,No
4956250000000000,5,365,4956250000000000,No,58.68,Yes,69418301,0,No
4721920000000000,5,374,4721920000000000,No,233.5,Yes,23345686,0,No
4552350000000000,7,563,4552350000000000,No,114.27,Yes,89615157,0,No
4484590000000000,10,769,4484590000000000,No,262.14,Yes,24773574,0,No
4831310000000000,9,641,4831310000000000,No,438.36,Yes,46261417,0,No
4789850000000000,8,629,4789850000000000,No,551.11,Yes,91256116,0,No
4278110000000000,5,412,4278110000000000,No,364.94,Yes,8550927,0,No
6990563669978040,11,824,6990563669978040,No,50.17,Yes,56973941,0,No
3130653700233090,5,372,3130653700233090,No,190.28,Yes,81971882,0,No
4118960000000000,8,583,4118960000000000,No,189.52,Yes,5660141,0,No
4240560000000000,8,572,4240560000000000,No,253.45,Yes,38028505,0,No
4649900000000000,4,347,4649900000000000,No,130.0,Yes,7164350,0,No
4456830000000000,3,265,4456830000000000,No,43.97,Yes,54060229,0,No
4781280000000000,11,850,4781280000000000,No,589.74,Yes,95518734,0,No
4031690000000000,6,420,4031690000000000,No,65.31,Yes,16723482,0,No
4729730000000000,6,507,4729730000000000,No,441.86,Yes,73770211,0,No
4912010000000000,10,704,4912010000000000,No,172.56,Yes,16338022,0,No
4304580000000000,5,388,4304580000000000,No,110.95,Yes,80785143,0,No
4668550000000000,11,833,4668550000000000,No,107.65,Yes,6325612,0,No
4650670000000000,4,289,4650670000000000,No,31.25,Yes,86002727,0,No
4183030000000000,4,354,4183030000000000,No,349.58,Yes,69364233,0,No
4842690000000000,9,651,4842690000000000,No,302.0,Yes,72318885,0,No
4524100000000000,10,783,4524100000000000,No,552.36,Yes,37553908,0,No
4218930000000000,9,718,4218930000000000,No,523.27,Yes,26195955,0,No
4171290000000000,4,360,4171290000000000,No,225.53,Yes,85478036,0,No
4310030000000000,7,502,4310030000000000,No,57.55,Yes,54379383,0,No
4343070000000000,8,620,4343070000000000,No,399.21,Yes,8111261,0,No
4885860000000000,7,526,4885860000000000,No,21.93,Yes,4113149,0,No
4540280000000000,10,729,4540280000000000,No,143.65,Yes,86321421,0,No
4254040000000000,8,644,4254040000000000,No,104.94,Yes,48989032,0,No
4941070000000000,9,727,4941070000000000,No,341.17,Yes,35322431,0,No
4889750000000000,5,380,4889750000000000,No,257.3,Yes,68393382,0,No
4339640000000000,7,512,4339640000000000,No,55.45,Yes,77445102,0,No
4097990000000000,7,590,4097990000000000,No,453.19,Yes,32157787,0,No
4900810000000000,6,518,4900810000000000,No,73.59,Yes,29428083,0,No
4543660000000000,11,797,4543660000000000,No,166.88,Yes,34965757,0,No
4516720000000000,10,751,4516720000000000,No,426.13,Yes,10086425,0,No
4965280000000000,7,543,4965280000000000,No,107.47,Yes,38930775,0,No
4206210000000000,8,648,4206210000000000,No,435.65,Yes,76615712,0,No
4729630000000000,6,498,4729630000000000,No,210.22,Yes,58583808,0,No
4389010000000000,7,589,4389010000000000,No,457.0,Yes,41635698,0,No
4344390000000000,6,434,4344390000000000,No,58.69,Yes,67468263,0,No
4294530000000000,10,750,4294530000000000,No,351.69,Yes,22787310,0,No
4641870000000000,10,716,4641870000000000,No,170.74,Yes,49654639,0,No
8977381988304550,9,648,8977381988304550,No,61.06,Yes,81569025,0,No
1254632134749800,3,213,1254632134749800,No,11.71,Yes,55835901,0,No
5091727155696400,6,422,5091727155696400,No,11.53,Yes,30177184,0,No
7812847399670870,9,639,7812847399670870,No,78.28,Yes,71619153,0,No
8458891261575520,9,721,8458891261575520,No,319.2,Yes,7959965,0,No
2078334902691350,9,662,2078334902691350,No,59.99,Yes,78308991,0,No
7494900728116660,9,689,7494900728116660,No,175.9,Yes,29583766,0,No
7057776270928520,10,748,7057776270928520,No,114.67,Yes,44188023,0,No
9724331489080390,9,711,9724331489080390,No,232.93,Yes,29153625,0,No
3188529321505920,3,295,3188529321505920,No,74.66,Yes,13504236,0,No
7072898807159240,6,467,7072898807159240,No,211.34,Yes,10010727,0,No
6039166745502050,11,774,6039166745502050,No,176.9,Yes,17338296,0,No
6426030467734080,1,158,6426030467734080,No,102.37,Yes,95182696,0,No
4477365635246600,4,375,4477365635246600,No,143.44,Yes,55081010,0,No
4710269049859610,4,329,4710269049859610,No,77.34,Yes,29838068,0,No
3235623222786350,6,441,3235623222786350,No,61.28,Yes,91675998,0,No
5620802332770060,8,591,5620802332770060,No,195.5,Yes,95926129,0,No
2029114104772880,6,452,2029114104772880,No,266.17,Yes,195839,0,No
1170017114785980,11,831,1170017114785980,No,131.69,Yes,67024200,0,No
4493815132257700,3,286,4493815132257700,No,169.86,Yes,69440881,0,No
9444713047982920,7,590,9444713047982920,No,435.9,Yes,30336576,0,No
2408510697034060,5,384,2408510697034060,No,94.51,Yes,34113672,0,No
8432643073944200,10,737,8432643073944200,No,451.68,Yes,36461215,0,No
4111871730349610,7,579,4111871730349610,No,452.79,Yes,10398358,0,No
4269732442529400,2,187,4269732442529400,No,160.05,Yes,43257099,0,No
9344185949447380,2,144,9344185949447380,No,62.77,Yes,24104872,0,No
6570864588309270,10,746,6570864588309270,No,20.82,Yes,5873914,0,No
4214882257247870,8,651,4214882257247870,No,322.05,Yes,18564096,0,No
4167490161594950,11,862,4167490161594950,No,305.45,Yes,23831965,0,No
1550965879802100,10,791,1550965879802100,No,316.89,Yes,88793470,0,No
2095629500512470,3,272,2095629500512470,No,49.43,Yes,66815175,0,No
3186864286040760,4,345,3186864286040760,No,331.47,Yes,69529975,0,No
5966914242677090,10,769,5966914242677090,No,435.72,Yes,98644545,0,No
4626368485117690,9,631,4626368485117690,No,497.7,Yes,58921101,0,No
3819073076448690,7,490,3819073076448690,No,101.14,Yes,47753000,0,No
2636136140302230,3,250,2636136140302230,No,188.19,Yes,62643688,0,No
6276385867444840,3,279,6276385867444840,No,92.74,Yes,7295151,0,No
6789798825424850,5,356,6789798825424850,No,106.83,Yes,55418121,0,No
5856466166259230,7,589,5856466166259230,No,32.06,Yes,99448610,0,No
7809095911208530,10,755,7809095911208530,No,305.33,Yes,88974349,0,No
4905750000000000,2,214,4905750000000000,No,76.93,Yes,57115736,0,No
4809740000000000,8,582,4809740000000000,No,218.13,Yes,15965486,0,No
4257320000000000,10,781,4257320000000000,No,445.96,Yes,87165084,0,No
4511280000000000,4,293,4511280000000000,No,21.89,Yes,43350808,0,No
4405020000000000,4,366,4405020000000000,No,84.04,Yes,61587583,0,No
4541670000000000,9,667,4541670000000000,No,447.97,Yes,66788883,0,No
4486720000000000,4,301,4486720000000000,No,240.5,Yes,6144455,0,No
4380640000000000,6,516,4380640000000000,No,119.32,Yes,83106202,0,No
4045500000000000,9,682,4045500000000000,No,577.77,Yes,48028554,0,No
4314190000000000,7,576,4314190000000000,No,266.61,Yes,59244315,0,No
4969590000000000,7,532,4969590000000000,No,138.27,Yes,33421103,0,No
4536790000000000,11,772,4536790000000000,No,64.61,Yes,43443841,0,No
4894390000000000,9,699,4894390000000000,No,467.26,Yes,64172135,0,No
4077830000000000,7,516,4077830000000000,No,211.51,Yes,34228723,0,No
4108110000000000,6,476,4108110000000000,No,446.66,Yes,65097335,0,No
4064180000000000,5,407,4064180000000000,No,55.97,Yes,4326453,0,No
4036810000000000,10,777,4036810000000000,No,27.24,Yes,43629623,0,No
4221780000000000,5,375,4221780000000000,No,104.63,Yes,38751211,0,No
4750260000000000,8,573,4750260000000000,No,512.5,Yes,9340173,0,No
4067050000000000,7,569,4067050000000000,No,180.83,Yes,50913418,0,No
4109250000000000,5,371,4109250000000000,No,142.58,Yes,13109041,0,No
4595490000000000,10,702,4595490000000000,No,92.39,Yes,15111054,0,No
4484330000000000,5,388,4484330000000000,No,190.49,Yes,23507273,0,No
4280580000000000,7,509,4280580000000000,No,322.14,Yes,82228228,0,No
4945600000000000,10,706,4945600000000000,No,303.75,Yes,69968078,0,No
4910820000000000,5,407,4910820000000000,No,218.66,Yes,95428153,0,No
4564300000000000,8,651,4564300000000000,No,17.22,Yes,39667941,0,No
4527090000000000,8,567,4527090000000000,No,512.65,Yes,9894936,0,No
4919840000000000,10,782,4919840000000000,No,176.42,Yes,46916559,0,No
4607110000000000,11,797,4607110000000000,No,104.3,Yes,43072018,0,No
4136090000000000,7,549,4136090000000000,No,12.59,Yes,50571797,0,No
4790820000000000,10,726,4790820000000000,No,114.07,Yes,61302123,0,No
4134840000000000,5,426,4134840000000000,No,211.65,Yes,37693283,0,No
4477880000000000,9,722,4477880000000000,No,17.26,Yes,68875821,0,No
4876250000000000,10,780,4876250000000000,No,530.72,Yes,23877551,0,No
4556660000000000,8,613,4556660000000000,No,49.91,Yes,63930924,0,No
4460990000000000,9,697,4460990000000000,No,215.02,Yes,12799528,0,No
4695730000000000,10,740,4695730000000000,No,97.36,Yes,24926874,0,No
4229230000000000,3,278,4229230000000000,No,194.28,Yes,31000395,0,No
4756420000000000,1,102,4756420000000000,No,58.5,Yes,44540905,0,No
4721640000000000,4,327,4721640000000000,No,58.01,No,33411345,0,No
4960900000000000,9,697,4960900000000000,No,643.2,No,44496955,0,No
4655690000000000,7,566,4655690000000000,No,176.33,No,50542542,0,No
4766380000000000,6,510,4766380000000000,No,115.84,No,19601930,0,No
4869190000000000,7,579,4869190000000000,No,65.94,No,23243870,0,No
4289800000000000,4,296,4289800000000000,No,148.01,No,1665080,0,No
4521280000000000,3,221,4521280000000000,No,96.22,No,83170804,0,No
4209730000000000,3,276,4209730000000000,No,95.7,No,85805774,0,No
4767950000000000,5,426,4767950000000000,No,96.79,No,45695810,0,No
4701350000000000,9,719,4701350000000000,No,362.83,No,57985433,0,No
4929240000000000,10,711,4929240000000000,No,581.27,No,27806933,0,No
4313270000000000,3,223,4313270000000000,No,161.77,No,2540188,0,No
4312820000000000,8,626,4312820000000000,No,241.66,No,14069280,0,No
4581090000000000,9,706,4581090000000000,No,138.32,No,62326427,0,No
4034380000000000,5,369,4034380000000000,No,13.66,No,91395797,0,No
4671370000000000,6,443,4671370000000000,No,151.16,No,6205830,0,No
4582650000000000,4,298,4582650000000000,No,218.85,No,71624069,0,No
4484240000000000,6,430,4484240000000000,No,347.65,No,42210785,0,No
4787300000000000,5,426,4787300000000000,No,287.15,No,17275763,0,No
4719150000000000,5,396,4719150000000000,No,339.94,No,31769492,0,No
4200350000000000,4,344,4200350000000000,No,251.49,No,54623628,0,No
4547900000000000,8,611,4547900000000000,No,333.06,No,48612756,0,No
4922960000000000,3,297,4922960000000000,No,187.45,No,43494955,0,No
4876320000000000,5,435,4876320000000000,No,73.09,No,82578570,0,No
4287860000000000,9,665,4287860000000000,No,43.38,No,2522980,0,No
4398560000000000,6,427,4398560000000000,No,266.16,No,66969487,0,No
4867900000000000,8,633,4867900000000000,No,220.31,No,23327720,0,No
4432340000000000,10,731,4432340000000000,No,136.13,No,28981691,0,No
4727130000000000,9,668,4727130000000000,No,626.61,No,35352839,0,No
4556500000000000,7,554,4556500000000000,No,461.09,No,48426565,0,No
4014470000000000,7,568,4014470000000000,No,503.93,No,40101485,0,No
4084190000000000,10,718,4084190000000000,No,436.51,No,84739956,0,No
4728220000000000,9,695,4728220000000000,No,210.84,No,23481270,0,No
4438110000000000,10,774,4438110000000000,No,570.73,No,28763059,0,No
4060700000000000,10,724,4060700000000000,No,368.11,No,67198126,0,No
4943320000000000,6,482,4943320000000000,No,414.55,No,40263460,0,No
4749390000000000,4,359,4749390000000000,No,348.14,No,97783011,0,No
4675550000000000,7,537,4675550000000000,No,60.77,No,82483699,0,No
4130600000000000,11,838,4130600000000000,No,671.9,No,41832472,0,No
4322270000000000,8,626,4322270000000000,No,15.06,No,56595512,0,No
4315230000000000,4,377,4315230000000000,No,90.13,No,74895628,0,No
4883330000000000,2,170,4883330000000000,No,72.66,No,80487761,0,No
4489360000000000,8,580,4489360000000000,No,214.25,No,33621631,0,No
4189810000000000,10,750,4189810000000000,No,185.08,No,44421551,0,No
4020470000000000,6,443,4020470000000000,No,194.85,No,54428761,0,No
4951960000000000,10,775,4951960000000000,No,381.72,No,58762003,0,No
4349840000000000,5,416,4349840000000000,No,14.25,No,66308149,0,No
4563000000000000,9,712,4563000000000000,No,52.57,No,75167618,0,No
4281570000000000,7,554,4281570000000000,No,36.67,No,96553910,0,No
4015240000000000,3,211,4015240000000000,No,10.55,No,58668750,0,No
4984480000000000,11,778,4984480000000000,No,334.18,No,9412836,0,No
4566000000000000,10,728,4566000000000000,No,40.77,No,15109787,0,No
4523270000000000,6,432,4523270000000000,No,377.79,No,29097996,0,No
4105260000000000,11,802,4105260000000000,No,329.81,No,42089123,0,No
4173820000000000,4,299,4173820000000000,No,266.02,No,35941794,0,No
4558420000000000,4,331,4558420000000000,No,208.86,No,42906184,0,No
4561120000000000,11,865,4561120000000000,No,346.31,No,38301924,0,No
4530270000000000,5,447,4530270000000000,No,291.69,No,86406826,0,No
4664790000000000,7,570,4664790000000000,No,350.4,No,9738040,0,No
4998980000000000,7,577,4998980000000000,No,129.94,No,11837725,0,No
4596190000000000,8,561,4596190000000000,No,477.9,No,40815479,0,No
4365340000000000,10,794,4365340000000000,No,11.31,No,93988378,0,No
4173010000000000,10,733,4173010000000000,No,245.97,No,32297985,0,No
4322520000000000,8,652,4322520000000000,No,385.58,No,86686415,0,No
4965820000000000,10,770,4965820000000000,No,328.31,No,75025771,0,No
4600360000000000,7,528,4600360000000000,No,125.37,No,76419508,0,No
4827070000000000,8,653,4827070000000000,No,625.32,No,16340256,0,No
4256130000000000,9,641,4256130000000000,No,207.01,No,44013807,0,No
4278430000000000,7,575,4278430000000000,No,506.68,No,55621495,0,No
4479030000000000,8,622,4479030000000000,No,110.11,No,3029678,0,No
4921390000000000,2,221,4921390000000000,No,5.16,No,83010852,0,No
4232760000000000,7,552,4232760000000000,No,402.08,No,89159532,0,No
4945100000000000,9,672,4945100000000000,No,250.19,No,24014780,0,No
4218370000000000,11,810,4218370000000000,No,33.34,No,74966582,0,No
4884220000000000,3,280,4884220000000000,No,23.58,No,2389575,0,No
4056660000000000,3,261,4056660000000000,No,124.34,No,29173583,0,No
4713540000000000,4,374,4713540000000000,No,363.3,No,80259262,0,No
4895550000000000,3,216,4895550000000000,No,203.89,No,56178675,0,No
4685260000000000,11,770,4685260000000000,No,135.01,No,67401569,0,No
4044590000000000,7,554,4044590000000000,No,111.5,No,53720584,0,No
4155420000000000,5,419,4155420000000000,No,26.51,No,58093725,0,No
4294550000000000,7,526,4294550000000000,No,50.89,No,79968426,0,No
4452310000000000,6,519,4452310000000000,No,192.52,No,40136244,0,No
9668370464380890,10,722,9668370464380890,No,492.66,No,9351703,0,No
4935740000000000,6,510,4935740000000000,No,379.11,No,20397487,0,No
4811760000000000,6,459,4811760000000000,No,272.26,No,72950388,0,No
4742980000000000,5,427,4742980000000000,No,48.87,No,34312219,0,No
4736250000000000,8,659,4736250000000000,No,368.84,No,99889305,0,No
4115270000000000,7,551,4115270000000000,No,82.53,No,88910970,0,No
4372390000000000,10,712,4372390000000000,No,20.25,No,39002914,0,No
4954970000000000,6,490,4954970000000000,No,131.22,No,80549125,0,No
4470680000000000,10,764,4470680000000000,No,274.74,No,50433906,0,No
4283040000000000,4,366,4283040000000000,No,211.86,No,97700896,0,No
4427130000000000,5,356,4427130000000000,No,84.63,No,48704702,0,No
4888800000000000,8,590,4888800000000000,No,128.97,No,85781086,0,No
4553000000000000,8,606,4553000000000000,No,434.71,No,77646371,0,No
4825150000000000,10,778,4825150000000000,No,232.47,No,78801221,0,No
4558320000000000,8,595,4558320000000000,No,193.51,No,38361484,0,No
4680770000000000,9,715,4680770000000000,No,144.95,No,45740779,0,No
4008330000000000,9,706,4008330000000000,No,333.09,No,69320099,0,No
4469700000000000,8,577,4469700000000000,No,142.99,No,29583680,0,No
4692710000000000,8,561,4692710000000000,No,511.55,No,84736514,0,No
4638680000000000,6,448,4638680000000000,No,112.36,No,61416319,0,No
4338230000000000,8,597,4338230000000000,No,458.29,No,90288289,0,No
4150220000000000,4,377,4150220000000000,No,245.55,No,11088522,0,No
4943510000000000,4,322,4943510000000000,No,194.96,No,85486363,0,No
4720070000000000,8,578,4720070000000000,No,94.81,No,1065452,0,No
4751850000000000,2,203,4751850000000000,No,8.91,No,57402784,0,No
4250310000000000,10,734,4250310000000000,No,614.41,No,10364474,0,No
4493550000000000,10,769,4493550000000000,No,489.17,No,93152637,0,No
4037710000000000,5,404,4037710000000000,No,389.23,No,49640826,0,No
4237040000000000,8,643,4237040000000000,No,480.39,No,23486923,0,No
4794220000000000,5,366,4794220000000000,No,55.23,No,57173700,0,No
4898860000000000,9,655,4898860000000000,No,358.12,No,91232852,0,No
4275550000000000,8,612,4275550000000000,No,149.15,No,8746271,0,No
4004590000000000,11,781,4004590000000000,No,272.97,No,32614758,0,No
4398410000000000,10,748,4398410000000000,No,399.34,No,20347697,0,No
4695390000000000,10,706,4695390000000000,No,513.42,No,63745474,0,No
4698980000000000,10,702,4698980000000000,No,503.37,No,72262325,0,No
4535070000000000,7,554,4535070000000000,No,145.49,No,77357822,0,No
4438120000000000,7,577,4438120000000000,No,183.68,No,90217318,0,No
4237500000000000,10,780,4237500000000000,No,291.74,No,43200778,0,No
4049630000000000,9,655,4049630000000000,No,391.22,No,48267512,0,No
4509050000000000,9,671,4509050000000000,No,433.38,No,71915322,0,No
4639580000000000,7,538,4639580000000000,No,474.25,No,63316804,0,No
4150430000000000,11,866,4150430000000000,No,156.69,No,95576418,0,No
4448510000000000,6,489,4448510000000000,No,226.89,No,67594945,0,No
4998080000000000,7,501,4998080000000000,No,27.93,No,8275512,0,No
4380320000000000,5,392,4380320000000000,No,279.22,No,85731768,0,No
4414590000000000,9,709,4414590000000000,No,12.37,No,45713721,0,No
4319030000000000,9,641,4319030000000000,No,460.97,No,60818582,0,No
4082190000000000,5,355,4082190000000000,No,207.5,No,69602254,0,No
4179510000000000,8,595,4179510000000000,No,336.26,No,98063591,0,No
4706850000000000,1,107,4706850000000000,No,46.45,No,84375916,0,No
4364040000000000,8,657,4364040000000000,No,402.58,No,40863605,0,No
4561810000000000,5,390,4561810000000000,No,379.33,No,54894408,0,No
4688490000000000,10,778,4688490000000000,No,588.7,No,83119083,0,No
4232120000000000,4,338,4232120000000000,No,258.25,No,24178147,0,No
4191250000000000,4,361,4191250000000000,No,217.46,No,86050003,0,No
4306170000000000,4,355,4306170000000000,No,339.73,No,69692598,0,No
4660600000000000,6,483,4660600000000000,No,144.39,No,17804163,0,No
4632060000000000,5,376,4632060000000000,No,48.93,No,97682016,0,No
4051330000000000,10,777,4051330000000000,No,199.19,No,68148614,0,No
4118260000000000,8,596,4118260000000000,No,199.39,No,34731808,0,No
4682860000000000,8,653,4682860000000000,No,646.42,No,22416944,0,No
4428960000000000,9,710,4428960000000000,No,215.39,No,8395926,0,No
4280030000000000,11,803,4280030000000000,No,301.57,No,80744713,0,No
4720620000000000,6,483,4720620000000000,No,453.92,No,31309968,0,No
4415580000000000,2,234,4415580000000000,No,142.67,No,30400744,0,No
4142080000000000,8,606,4142080000000000,No,347.51,No,17409544,0,No
4632530000000000,2,204,4632530000000000,No,174.29,No,49114047,0,No
4016380000000000,8,609,4016380000000000,No,201.48,No,49264177,0,No
4709680000000000,9,677,4709680000000000,No,162.77,No,42527742,0,No
4641080000000000,8,585,4641080000000000,No,123.14,No,69609606,0,No
4954230000000000,8,602,4954230000000000,No,583.14,No,4596631,0,No
4051250000000000,11,772,4051250000000000,No,372.37,No,92973989,0,No
4604700000000000,11,821,4604700000000000,No,590.76,No,92128516,0,No
4715550000000000,8,635,4715550000000000,No,231.78,No,59963463,0,No
4073370000000000,7,564,4073370000000000,No,519.37,No,15193381,0,No
4424490000000000,8,650,4424490000000000,No,454.83,No,45957753,0,No
4582530000000000,6,448,4582530000000000,No,88.1,No,41013523,0,No
4870560000000000,5,412,4870560000000000,No,199.2,No,21416984,0,No
4516080000000000,9,718,4516080000000000,No,253.09,No,24738588,0,No
4487980000000000,6,492,4487980000000000,No,135.22,No,53284591,0,No
4140250000000000,5,415,4140250000000000,No,175.18,No,31113673,0,No
4238010000000000,10,748,4238010000000000,No,436.26,No,10986612,0,No
4966300000000000,11,818,4966300000000000,No,538.95,No,27318205,0,No
4595660000000000,4,311,4595660000000000,No,124.56,No,43587038,0,No
4047140000000000,6,422,4047140000000000,No,194.83,No,20343595,0,No
4496380000000000,6,460,4496380000000000,No,81.29,No,73300472,0,No
4151410000000000,7,527,4151410000000000,No,256.59,No,70896300,0,No
4741940000000000,8,635,4741940000000000,No,89.26,No,21952606,0,No
4746520000000000,10,701,4746520000000000,No,537.08,No,96349769,0,No
4953340000000000,10,779,4953340000000000,No,492.49,No,93693089,0,No
4811590000000000,7,495,4811590000000000,No,66.46,No,24911469,0,No
4809890000000000,5,375,4809890000000000,No,266.82,No,52635302,0,No
4879210000000000,9,676,4879210000000000,No,239.2,No,62937524,0,No
4931030000000000,9,705,4931030000000000,No,334.79,No,51703645,0,No
4279220000000000,4,319,4279220000000000,No,298.08,No,55159066,0,No
4857710000000000,9,689,4857710000000000,No,363.44,No,67702034,0,No
4623660000000000,10,787,4623660000000000,No,366.2,No,89888056,0,No
4775160000000000,1,142,4775160000000000,No,32.52,No,78103470,0,No
4037700000000000,6,434,4037700000000000,No,301.83,No,45234871,0,No
4064010000000000,8,657,4064010000000000,No,22.79,No,19761177,0,No
4604720000000000,7,505,4604720000000000,No,264.89,No,76786267,0,No
4930880000000000,3,250,4930880000000000,No,201.28,No,60020585,0,No
4616900000000000,8,561,4616900000000000,No,336.16,No,72396198,0,No
4539430000000000,9,650,4539430000000000,No,487.38,No,74572882,0,No
4850560000000000,11,870,4850560000000000,No,473.83,No,17054605,0,No
4076300000000000,8,572,4076300000000000,No,540.34,No,77143931,0,No
4434570000000000,10,777,4434570000000000,No,340.0,No,59569988,0,No
4626280000000000,9,716,4626280000000000,No,105.48,No,11441752,0,No
4036220000000000,8,561,4036220000000000,No,395.92,No,86418333,0,No
4294720000000000,1,94,4294720000000000,No,18.91,No,47579717,0,No
4252140000000000,7,558,4252140000000000,No,388.15,No,99290731,0,No
4351000000000000,8,640,4351000000000000,No,562.24,No,26313296,0,No
4442270000000000,10,740,4442270000000000,No,169.66,No,99391321,0,No
4964860000000000,9,682,4964860000000000,No,181.37,No,13947844,0,No
4175390000000000,9,641,4175390000000000,No,431.04,No,78484200,0,No
4302160000000000,2,194,4302160000000000,No,120.43,No,10779441,0,No
4123420000000000,9,647,4123420000000000,No,436.28,No,18888389,0,No
4592250000000000,9,666,4592250000000000,No,608.46,No,64193953,0,No
4097310000000000,1,120,4097310000000000,No,58.38,No,74277543,0,No
4521240000000000,7,546,4521240000000000,No,178.36,No,53348448,0,No
4961430000000000,10,718,4961430000000000,No,307.04,No,27332845,0,No
4885780000000000,8,652,4885780000000000,No,260.07,No,19479445,0,No
4459260000000000,8,590,4459260000000000,No,297.31,No,29573572,0,No
4469060000000000,7,568,4469060000000000,No,111.14,No,18377739,0,No
4872420000000000,10,768,4872420000000000,No,214.56,No,93367295,0,No
4357920000000000,3,217,4357920000000000,No,116.43,No,9249521,0,No
4824530000000000,8,634,4824530000000000,No,316.96,No,8553827,0,No
4658270000000000,10,707,4658270000000000,No,229.85,No,33722985,0,No
4135340000000000,9,680,4135340000000000,No,262.37,No,30022001,0,No
4198050000000000,7,500,4198050000000000,No,402.8,No,16242708,0,No
4552070000000000,9,678,4552070000000000,No,672.11,No,50285703,0,No
